NameMovie,EnNameMovie,Year,Rating,Runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter,Star,User_reviews,CriticReviews_Metascore
Không Phải Lúc Chết,No Time to Die,2021,C16,2h 43m,7.3/10,378K,61,Action,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",Cary Joji Fukunaga,Neal Purvis,Cary Joji Fukunaga,4K,442 68
Vùng Đất Quỷ Dữ: Quỷ Dữ Trỗi Dậy,Resident Evil: Welcome to Raccoon City,2021,R,1h 47m,5.2/10,49K,29,Action,"Set in 1998, this origin story explores the secrets of the mysterious Spencer Mansion and the ill-fated Raccoon City.",Johannes Roberts,Johannes Roberts,Robbie Amell,1.2K,145 44
Hành Tinh Cát,Dune: Part One,2021,C13,2h 35m,8.0/10,593K,65,Action,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,Denis Villeneuve,Jon Spaihts,Eric Roth,5.6K,506 74
Chủng Tộc Bất Tử,Eternals,2021,C16,2h 36m,6.3/10,322K,86,Action,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",Chloé Zhao,Chloé Zhao,Ryan Firpo,3.6K,344 52
Giải Cứu 'Guy',Free Guy,2021,PG-13,1h 55m,7.1/10,352K,102,Action,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game.",Shawn Levy,Matt Lieberman,Ryan Reynolds,2K,284 62
Góa Phụ Đen,Black Widow,2021,C16,2h 14m,6.7/10,361K,208,Action,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,Cate Shortland,Eric Pearson,Ned Benson,3.1K,384 67
The King's Man: Khởi Nguồn,The King's Man,2021,R,2h 11m,6.3/10,135K,114,Action,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.",Matthew Vaughn,Matthew Vaughn,Mark Millar,1K,193 44
Suicide Squad: Điệp Vụ Cảm Tử,The Suicide Squad,2021,C18,2h 12m,7.2/10,336K,172,Action,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",James Gunn,James Gunn,Idris Elba,3.4K,373 72
Shang-Chi Và Huyền Thoại Thập Luân,Shang-Chi and the Legend of the Ten Rings,2021,C13,2h 12m,7.4/10,364K,219,Action,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.",Destin Daniel Cretton,Dave Callaham,Andrew Lanham,2.4K,335 71
Ma Trận: Hồi Sinh,The Matrix Resurrections,2021,C18,2h 28m,5.7/10,236K,192,Action,"Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more.",Lana Wachowski,Lana Wachowski,Aleksandar Hemon,5.4K,351 63
Gã Điên Báo Thù,Wrath of Man,2021,R,1h 59m,7.1/10,168K,251,Action,"The plot follows H, a cold and mysterious character working at a cash truck company responsible for moving hundreds of millions of dollars around Los Angeles each week.",Guy Ritchie,Nicolas Boukhrief,Guy Ritchie,1.3K,225 57
Kẻ Vô Danh,Nobody,2021,C18,1h 32m,7.4/10,234K,198,Action,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",Ilya Naishuller,Derek Kolstad,Aleksey Serebryakov,2.2K,279 64
Trận Đấu Cuối Cùng,The Last Duel,2021,R,2h 32m,7.4/10,147K,248,Action,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,Ridley Scott,Nicole Holofcener,Matt Damon,1.1K,268 67
Lệnh Truy Nã Đỏ,Red Notice,2021,C13,1h 58m,6.3/10,264K,270,Action,"An Interpol agent successfully tracks down the world's most wanted art thief, with help from a rival thief. But nothing is as it seems, as a series of double-crosses ensue.",Rawson Marshall Thurber,Rawson Marshall Thurber,Ryan Reynolds,1.8K,196 37
Venom: Đối Mặt Tử Thù,Venom: Let There Be Carnage,2021,C13,1h 37m,5.9/10,212K,282,Action,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",Andy Serkis,Kelly Marcel,Tom Hardy,1.5K,262 49
Quá Nhanh Quá Nguy Hiểm 9: Huyền Thoại Tốc Độ,F9,2021,C16,2h 23m,5.2/10,127K,240,Action,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,Justin Lin,Daniel Casey,Alfredo Botello,2.3K,279 58
Liên Minh Công Lý - Phiên bản của Zack Snyder,Zack Snyder's Justice League,2021,C16,4h 2m,8.0/10,384K,190,Action,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",Zack Snyder,Jerry Siegel,Zack Snyder,8K,305 54
Cuộc Chiến Tương Lai,The Tomorrow War,2021,PG-13,2h 18m,6.5/10,199K,406,Action,A family man is drafted to fight in a future war where the fate of humanity relies on his ability to confront the past.,Chris McKay,Zach Dean,Yvonne Strahovski,4K,221 45
Đấu Trường Âm Nhạc 2,Sing 2,2021,P,1h 50m,7.4/10,58K,24,Animation,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,Garth Jennings,Christophe Lourdelet,Matthew McConaughey,403,120 49
Biệt Đội Săn Ma: Chuyển Kiếp,Ghostbusters: Afterlife,2021,C13,2h 4m,7.1/10,165K,63,Adventure,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Jason Reitman,Gil Kenan,Dan Aykroyd,1.8K,301 45
Cruella,,2021,PG-13,2h 14m,7.3/10,225K,481,Adventure,A live-action prequel feature film following a young Cruella de Vil.,Craig Gillespie,Dana Fox,Aline Brosh McKenna,1.9K,337 59
Marcel the Shell with Shoes On,,2021,PG,1h 30m,8.3/10,1.6K,105,Animation,Feature adaptation of the animated short film interviewing a mollusk named Marcel.,Dean Fleischer-Camp,Dean Fleischer-Camp,Nick Paley,24,45 81
Encanto: Vùng Đất Thần Kỳ,Encanto,2021,P,1h 42m,7.2/10,207K,147,Animation,A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.,Jared Bush,Byron Howard,Charise Castro Smith,1.1K,225 75
Mad God,,2021,Null,Null,6.8/10,5.5K,210,Animation,A corroded diving bell descends amidst a ruined city and the Assassin emerges from it to explore a labyrinth of bizarre landscapes inhabited by freakish denizens.,Phil Tippett,Null,Null,112,105 80
Mùa Hè Của Luca,Luca,2021,PG,1h 35m,7.4/10,155K,795,Animation,"On the Italian Riviera, an unlikely but strong friendship grows between a human being and a sea monster disguised as a human.",Enrico Casarosa,Enrico Casarosa,Simon Stephenson,800,269 71
Shika no ou,,2021,R,1h 53m,6.5/10,227,"2,972",Animation,"The last survivor of a band of warriors is enslaved in a salt mine. One night, savage dogs attack and a mysterious disease wipes out everyone at the mine. The warrior escapes with a little girl, while a gifted physician looks for a cure.",Masashi Ando,Masayuki Miyaji,Nahoko Uehashi,2,22 62
Raya và Rồng Thần Cuối Cùng,Raya and the Last Dragon,2021,P,1h 47m,7.3/10,146K,990,Animation,"In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon.",Don Hall,Carlos López Estrada,Qui Nguyen,1.3K,265 75
Nhà Mitchell Đối Đầu Với Máy Móc,The Mitchells vs the Machines,2021,C13,1h 54m,7.6/10,104K,"1,113",Animation,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",Michael Rianda,Jeff Rowe,Jeff Rowe,829,227 81
Quái Thú So Chiêu,Rumble,2021,PG,1h 35m,5.9/10,5.9K,"1,334",Animation,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father's footsteps by coaching a loveable underdog monster into a champion.",Hamish Grieve,Matt Lieberman,Geraldine Viswanathan,64,14 48
Clifford: Chú Chó Đỏ Khổng Lồ,Clifford the Big Red Dog,2021,P,1h 36m,5.9/10,13K,"1,670",Animation,A young girl's love for a tiny puppy named Clifford makes the dog grow to an enormous size.,Walt Becker,Jay Scherick,Blaise Hemingway,186,75 55
Belle: Rồng và Công Chúa Tàn Nhang,Ryû to sobakasu no hime,2021,P,2h 1m,7.2/10,9.2K,"1,818",Animation,"Suzu is a shy high school student living in a rural village. For years, she has only been a shadow of herself. But when she enters ""U"", a massive virtual world, she escapes into her online persona as Belle, a globally-beloved singer.",Mamoru Hosoda,Mamoru Hosoda,Ryô Narita,145,133 83
Space Jam 2: Kỷ Nguyên Mới,Space Jam: A New Legacy,2021,PG,1h 55m,4.4/10,70K,"2,045",Animation,"A rogue artificial intelligence kidnaps the son of famed basketball player LeBron James, who then has to work with Bugs Bunny to win a basketball game.",Malcolm D. Lee,Leo Benvenuti,Timothy Harris,1.9K,173 36
Tom & Jerry: Quậy Tung New York,Tom & Jerry,2021,P,1h 41m,5.2/10,34K,"1,411",Animation,"A chaotic battle ensues between Jerry Mouse, who has taken refuge in the Royal Gate Hotel, and Tom Cat, who is hired to drive him away before the day of a big wedding arrives.",Tim Story,William Hanna,Kevin Costello,688,149 32
Chú Thuật Hồi Chiến 0,Gekijouban Jujutsu Kaisen 0,2021,C13,1h 45m,7.9/10,11K,"2,285",Animation,"Yuta Okkotsu, a high schooler who gains control of an extremely powerful Cursed Spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers to help him control his power and keep an eye on him.",Seong-Hu Park,Gege Akutami,Chinatsu Akasaki,62,36 72
Gia Đình Addams 2,The Addams Family 2,2021,PG,1h 33m,5.4/10,11K,"2,870",Animation,"The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters. Sequel to the 2019 animated film, 'The Addams Family'.",Greg Tiernan,Conrad Vernon,Dan Hernandez,133,87 37
PAW Patrol: Phim Đội Đặc Nhiệm Siêu Đẳng,PAW Patrol: The Movie,2021,G,1h 26m,6.1/10,6K,"2,592",Animation,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,Cal Brunker,Billy Frolick,Bob Barlen,122,45 50
Ron: Chú Robot Khác Biệt,Ron's Gone Wrong,2021,PG,1h 47m,7.0/10,32K,"3,055",Animation,"The story of Barney, an awkward middle-schooler and Ron, his new walking, talking, digitally-connected device. Ron's malfunctions set against the backdrop of the social media age launch them on a journey to learn about true friendship.",Sarah Smith,Jean-Philippe Vine,Peter Baynham,201,115 65
Trở lại vùng hoang dã,Back to the Outback,2021,PG,1h 35m,6.5/10,7.9K,"2,404",Animation,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback.",Harry Cripps,Clare Knight,Gregory Lessans,68,23 58
Chú Gấu Vivo,Vivo,2021,P,1h 35m,6.7/10,18K,"2,681",Animation,"Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.",Kirk DeMicco,Brandon Jeffords,Quiara Alegría Hudes,237,89 66
Nhóc Trùm 2: Nối Nghiệp Gia Đình,The Boss Baby: Family Business,2021,P,1h 47m,5.8/10,17K,"2,847",Animation,"The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business.",Tom McGrath,Marla Frazee,Michael McCullers,184,81 39
Gia Tộc Gucci,House of Gucci,2021,C18,2h 38m,6.6/10,116K,27,Biography,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.",Ridley Scott,Becky Johnston,Sara Gay Forden,952,282 59
Belfast,,2021,PG-13,1h 38m,7.3/10,63K,498,Biography,A young boy and his working-class Belfast family experience the tumultuous late 1960s.,Kenneth Branagh,Kenneth Branagh,Lewis McAskie,500,274 75
King Richard: Huyền Thoại Nhà Williams,King Richard,2021,PG-13,2h 24m,7.5/10,100K,594,Biography,A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.,Reinaldo Marcus Green,Zach Baylin,Aunjanue Ellis,587,264 76
Spencer,,2021,R,1h 57m,6.6/10,62K,446,Biography,"Diana Spencer, struggling with mental-health problems during her Christmas holidays with the Royal Family at their Sandringham estate in Norfolk, England, decides to end her decade-long marriage to Prince Charles.",Pablo Larraín,Steven Knight,Timothy Spall,1K,302 76
The Survivor,,2021,R,2h 9m,6.7/10,2.8K,"1,619",Biography,"After World War II, Harry Haft is a boxer who fought against his peers in concentration camps. Haunted by memories, he tries to use fighting legends as a way to find his love.",Barry Levinson,Justine Juel Gillmer,Ben Foster,40,25 71
"tick, tick... BOOM! Giai Điệu Cuộc Sống","tick, tick...BOOM!",2021,C13,2h,7.5/10,101K,859,Biography,"On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City.",Lin-Manuel Miranda,Steven Levenson,Andrew Garfield,513,194 74
Benedetta,,2021,Unrated,2h 11m,6.7/10,17K,830,Biography,"A 17th-century nun in Italy suffers from disturbing religious and erotic visions. She is assisted by a companion, and the relationship between the two women develops into a romantic love affair.",Paul Verhoeven,David Birke,Judith C. Brown,103,190 73
American Underdog,,2021,PG,1h 52m,7.1/10,12K,"1,507",Biography,"The story of NFL MVP and Hall of Fame quarterback Kurt Warner, who went from stocking shelves at a supermarket to becoming an American Football star.",Andrew Erwin,Jon Erwin,Michael Silver,185,46 53
Respect: Một Huyền Thoại,Respect,2021,PG-13,2h 25m,6.5/10,14K,"1,189",Biography,"Following the rise of Aretha Franklin's career from a child singing in her father's church's choir to her international superstardom, RESPECT is the remarkable true story of the music icon's journey to find her voice.",Liesl Tommy,Tracey Scott Wilson,Jennifer Hudson,243,131 61
The Eyes of Tammy Faye,,2021,PG-13,2h 6m,6.6/10,29K,"1,508",Biography,"An intimate look at the extraordinary rise, fall and redemption of televangelist Tammy Faye Bakker.",Michael Showalter,Fenton Bailey,Abe Sylvia,244,162 55
Giam Cầm,The Mauritanian,2021,R,2h 9m,7.4/10,50K,"2,023",Biography,Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,Kevin Macdonald,Michael Bronner,Sohrab Noshirvani,357,173 53
Munich - Bờ vực chiến tranh,Munich: The Edge of War,2021,PG-13,2h 10m,6.8/10,29K,"1,534",Biography,"A British diplomat travels to Munich in the run-up to World War II, where a former classmate of his from Oxford is also en route, but is working for the German government.",Christian Schwochow,Ben Power,George MacKay,247,87 53
Băng Đảng Báo Đen,Judas and the Black Messiah,2021,R,2h 6m,7.4/10,75K,"1,357",Biography,"Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.",Shaka King,Will Berson,Kenneth Lucas,393,279 85
The Electrical Life of Louis Wain,,2021,PG-13,1h 51m,6.8/10,13K,"2,296",Biography,English artist Louis Wain rises to prominence at the end of the 19th century for his surreal cat paintings that seemed to reflect his declining sanity.,Will Sharpe,Simon Stephenson,Benedict Cumberbatch,157,109 63
Being the Ricardos,,2021,R,2h 11m,6.5/10,40K,"2,336",Biography,Follows Lucy and Desi as they face a crisis that could end their careers and another that could end their marriage.,Aaron Sorkin,Aaron Sorkin,Javier Bardem,631,178 60
Giai Điệu Con Tim,CODA,2021,PG-13,1h 51m,8.0/10,118K,162,Comedy,"As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents.",Sian Heder,Sian Heder,Stanislas Carré de Malberg,636,249 74
Licorice Pizza,,2021,R,2h 13m,7.3/10,91K,141,Comedy,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",Paul Thomas Anderson,Paul Thomas Anderson,Cooper Hoffman,695,292 90
Verdens verste menneske,,2021,R,2h 8m,7.8/10,53K,128,Comedy,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",Joachim Trier,Joachim Trier,Renate Reinsve,218,235 90
Đừng Nhìn Lên,Don't Look Up,2021,C18,2h 18m,7.2/10,515K,101,Comedy,Two low-level astronomers must go on a giant media tour to warn mankind of an approaching comet that will destroy planet Earth.,Adam McKay,Adam McKay,Leonardo DiCaprio,4.6K,302 49
Tờ Báo Công Văn Pháp,The French Dispatch,2021,R,1h 47m,7.2/10,112K,226,Comedy,"A love letter to journalists set in an outpost of an American newspaper in a fictional twentieth century French city that brings to life a collection of stories published in ""The French Dispatch Magazine"".",Wes Anderson,Wes Anderson,Hugo Guinness,604,260 74
The Phantom of the Open,,2021,PG-13,1h 46m,7.2/10,2.1K,579,Comedy,"Maurice Flitcroft, a dreamer and unrelenting optimist, managed to gain entry to The British Open Golf Championship Qualifying in 1976 and subsequently shot the worst round in Open history, becoming a folk hero in the process.",Craig Roberts,Simon Farnaby,Mark Rylance,48,59 65
Cuộc Phiêu Lưu Của Barb Và Star: Đường Đến Vista Del Mar,Barb and Star Go to Vista Del Mar,2021,PG-13,1h 47m,6.3/10,17K,596,Comedy,Lifelong friends Barb and Star embark on the adventure of a lifetime when they decide to leave their small Midwestern town for the first time - ever.,Josh Greenbaum,Annie Mumolo,Kristen Wiig,330,110 64
Con Hẻm Ác Mộng,Nightmare Alley,2021,C18,2h 30m,7.0/10,131K,196,Crime,A grifter working his way up from low-ranking carnival worker to lauded psychic medium matches wits with a psychiatrist bent on exposing him.,Guillermo del Toro,Guillermo del Toro,William Lindsay Gresham,833,306 70
Câu Chuyện Phía Tây,West Side Story,2021,C16,2h 36m,7.2/10,76K,292,Crime,"An adaptation of the 1957 musical, West Side Story explores forbidden love and the rivalry between the Jets and the Sharks, two teenage street gangs of different ethnic backgrounds.",Steven Spielberg,Tony Kushner,Ansel Elgort,728,309 85
Máy Đếm Thẻ,The Card Counter,2021,R,1h 51m,6.2/10,30K,356,Crime,"Redemption is the long game in Paul Schrader's THE CARD COUNTER. Told with Schrader's trademark cinematic intensity, the revenge thriller tells the story of an ex-military interrogator turned gambler haunted by the ghosts of his past.",Paul Schrader,Paul Schrader,Tiffany Haddish,443,191 77
Tổng Đài Truy Vết,The Guilty,2021,C16,1h 30m,6.3/10,118K,459,Crime,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,Antoine Fuqua,Nic Pizzolatto,Emil Nygaard Albertsen,1.2K,173 63
Stillwater,,2021,R,2h 19m,6.6/10,40K,583,Crime,"A father travels from Oklahoma to France to help his estranged daughter, who is in prison for a murder she claims she didn't commit.",Tom McCarthy,Tom McCarthy,Thomas Bidegain,479,156 60
Những Vị Thánh Của Newark,The Many Saints of Newark,2021,R,2h,6.3/10,52K,544,Crime,"Witness the making of Tony Soprano. The story that reveals the humanity behind Tony's struggles and the influence his family - especially his uncle, Dickie Moltisanti - had over him becoming the most iconic mob boss of all time.",Alan Taylor,David Chase,Alessandro Nivola,1.3K,142 60
Rise of the Footsoldier: Origins,,2021,Null,Null,5.8/10,2.9K,"1,011",Action,"The origin story of how Tucker, Rolfie, and Pat Tate unite to form their own firm.",Nick Nevern,Null,Null,,
The Little Things,,2021,R,2h 8m,6.3/10,96K,663,Crime,"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.",John Lee Hancock,John Lee Hancock,Rami Malek,1.3K,233 54
Đội Quân Đạo Tặc,Army of Thieves,2021,C16,2h 7m,6.4/10,74K,644,Action,"A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.",Matthias Schweighöfer,Zack Snyder,Matthias Schweighöfer,484,125 49
Đội Quân Người Chết,Army of the Dead,2021,C18,2h 28m,5.7/10,169K,729,Action,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.",Zack Snyder,Zack Snyder,Joby Harold,4.1K,171 57
The Beatles: Get Back,,2021,Null,Null,9.0/10,21K,"1,063",Documentary,Documentary about the music group The Beatles featuring in-studio footage that was shot in early 1969 for the 1970 feature film 'Let It Be.',The Beatles,Null,Null,,
The Rescue,,2021,PG,1h 47m,8.3/10,14K,"2,316",Documentary,"A chronicle of the enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand.",Jimmy Chin,Elizabeth Chai Vasarhelyi,Apakorn Youkongkaew,93,55 84
Syndrome K,,2021,Null,Null,7.4/10,36,"3,630",Documentary,"Syndrome K is the true story about a highly contagious, highly fictitious disease created by three Roman Catholic doctors during the holocaust to hide Jews in a Vatican-affiliated hospital.",Stephen Edwards,Null,Null,,
Flugt,,2021,PG-13,1h 29m,7.9/10,15K,"3,215",Documentary,"FLEE tells the extraordinary true story of a man, Amin, on the verge of marriage which compels him to reveal his hidden past for the first time.",Jonas Poher Rasmussen,Jonas Poher Rasmussen,Daniel Karimyar,77,164 91
The Alpinist,,2021,PG-13,1h 32m,8.0/10,8.2K,"4,125",Documentary,"Marc-André Leclerc climbs alone, far from the limelight. The free-spirited 23-year-old makes some of the boldest solo ascents in history. With no cameras and no margin for error, Leclerc's approach is the essence of solo adventure.",Peter Mortimer,Nick Rosen,Peter Mortimer,59,39 67
"Hallelujah: Leonard Cohen, a Journey, a Song",,2021,PG-13,1h 58m,7.4/10,104,"4,827",Documentary,"This feature-length documentary explores the life of singer-songwriter Leonard Cohen as seen through the prism of his internationally renowned hymn, Hallelujah.",Daniel Geller,Dayna Goldfine,Dayna Goldfine,4,21 69
Roadrunner: A Film About Anthony Bourdain,,2021,R,1h 59m,7.7/10,6.4K,"3,307",Documentary,"A documentary about Anthony Bourdain and his career as a chef, writer and host, revered and renowned for his authentic approach to food, culture and travel.",Morgan Neville,Asia Argento,Ariane Bourdain,,
Val,,2021,R,1h 49m,7.6/10,12K,,Documentary,Documentary centering on the daily life of actor Val Kilmer featuring never-before-seen footage spanning 40 years.,Ting Poo,Leo Scott,Jack Kilmer,240,63 73
Night Stalker: The Hunt for a Serial Killer,,2021,Null,Null,7.5/10,25K,"2,649",Documentary,This limited docu-series tells the true story of how one of the most notorious serial killers in American history was hunted down and brought to justice.,Paul Skolnick,Null,Null,,
Ennio,,2021,Null,Null,8.4/10,1.8K,,Documentary,A documentary on the legendary film composer Ennio Morricone.,Giuseppe Tornatore,Null,Null,17,37 69
Attack on Pearl Harbor - Minute by Minute,,2021,Null,Null,7.4/10,123,"4,129",Documentary,"Ahead of the 80th Anniversary of the deadly Japanese aerial attack on Pearl Harbor, this documentary provides a detailed account of events - from planning to the aftermath.",Russell Boulter,Null,Null,,
House of Secrets: The Burari Deaths,,2021,TV-MA,TV-MATV-MA,7.4/10,10K,"2,415",Documentary,"Suicide, murder or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family.",Leena Yadav,Manoj Kumar,Vishal Anand,,
14 Peaks: Nothing Is Impossible,,2021,TV-MA,1h 41m,7.7/10,24K,,Documentary,"Fearless Nepali mountaineer Nirmal Purja embarks on a seemingly impossible quest to summit all 14 of the world's 8,000-meter peaks in seven months.",Torquil Jones,Gabriel Clarke,Nirmal Purja,224,37 68
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,2021,PG-13,1h 58m,8.0/10,11K,,Documentary,Documentary about the legendary 1969 Harlem Cultural Festival which celebrated African-American music and culture and promoted Black pride and unity.,Questlove,Dorinda Drake,Darryl Lewis,89,124 96
Đêm Trước Ở Soho,Last Night in Soho,2021,R,1h 56m,7.1/10,118K,25,Drama,An aspiring fashion designer is mysteriously able to enter the 1960s where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.,Edgar Wright,Edgar Wright,Thomasin McKenzie,959,451 65
Già,Old,2021,PG-13,1h 48m,5.8/10,111K,120,Drama,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.",M. Night Shyamalan,M. Night Shyamalan,Frederik Peeters,2K,318 55
Pleasure,,2021,Not Rated,1h 49m,6.3/10,13K,151,Drama,"Bella Cherry arrives in Los Angeles with dreams of becoming an adult film star, but she soon learns that fame won't come easy as she harnesses her ambition and cunning to rise to the top of this mesmerizing and singular world.",Ninja Thyberg,Ninja Thyberg,Sofia Kappel,73,112 75
Operation Mincemeat,,2021,PG-13,2h 8m,6.6/10,19K,160,Drama,"During WWII, two intelligence officers use a corpse and false papers to outwit German troops.",John Madden,Michelle Ashford,Colin Firth,239,105 65
Sức Mạnh Của Loài Chó,The Power of the Dog,2021,C16,2h 6m,6.8/10,165K,341,Drama,"Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.",Jane Campion,Jane Campion,Benedict Cumberbatch,1.6K,318 89
Lọ Lem Thời Đại,Cinderella,2021,PG,1h 53m,4.2/10,41K,"1,226",Comedy,"A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true.",Kay Cannon,Kay Cannon,Billy Porter,2.1K,106 41
Hiệp Sĩ Xanh,The Green Knight,2021,R,2h 10m,6.6/10,96K,537,Adventure,A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.,David Lowery,David Lowery,Dev Patel,1.8K,251 85
Thám Hiểm Rừng Xanh,Jungle Cruise,2021,PG-13,2h 7m,6.6/10,181K,786,Action,Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.,Jaume Collet-Serra,Michael Green,John Requa,1.2K,283 50
Cừu Non,Lamb,2021,R,1h 46m,6.3/10,25K,709,Drama,A childless couple discovers a mysterious newborn on their farm in Iceland.,Valdimar Jóhannsson,Sjón,Noomi Rapace,287,200 68
De uskyldige,,2021,Null,Null,7.0/10,8.7K,757,Drama,"During the bright Nordic summer, a group of children reveal their dark and mysterious powers when the adults aren't looking. In this original and gripping supernatural thriller, playtime takes a dangerous turn.",Eskil Vogt,Null,Null,101,136 79
The Drover's Wife: The Legend of Molly Johnson,,2021,Null,Null,6.2/10,503,"1,391",Drama,A lonely bushwoman struggles to raise her children and run the family farm while her husband is away.,Leah Purcell,Null,Null,17,23 63
Cuộc Khai Quật,The Dig,2021,C16,1h 52m,7.1/10,73K,"1,855",Biography,An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,Simon Stone,Moira Buffini,Carey Mulligan,535,326 73
The Bombardment,,2021,TV-MA,1h 47m,7.3/10,9.7K,"1,660",Drama,The fates of several Copenhagen residents collide when a WWII bombing mission accidentally targets a school full of children.,Ole Bornedal,Ole Bornedal,Danica Curcic,,
Illusions perdues,,2021,Null,Null,7.4/10,3.1K,"4,126",Drama,Story of the rise and the fall of a young man in Paris who dreamed to be a writer and became a journalist.,Xavier Giannoli,Null,Null,13,50 81
Lansky,,2021,R,1h 59m,6.3/10,7.5K,"3,848",Biography,"When the aging Meyer Lansky is investigated by the Feds, who suspect he has stashed away millions of dollars over half a century, the retired gangster reveals the untold truth about his life as the boss of the National Crime Syndicate.",Eytan Rockaway,Eytan Rockaway,Harvey Keitel,91,33 45
